     id     | module_id |                                                                               fasten_uri                                                                               | is_internal_call | created_at | line_start | line_end |                metadata                
 1744814773 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.padTo(%2Fjava.lang%2FIntegerType,%2Fjava.lang%2FObject)%2Fscala.collection%2FIterator                                     | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814774 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.max(%2Fscala.math%2FOrdering)%2Fjava.lang%2FObject                                                                        | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814775 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.map(%2Fscala%2FFunction1)%2Fscala.collection%2FIterator                                                                   | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814776 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.min(%2Fscala.math%2FOrdering)%2Fjava.lang%2FObject                                                                        | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814777 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.maxBy(%2Fscala%2FFunction1,%2Fscala.math%2FOrdering)%2Fjava.lang%2FObject                                                 | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814778 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.mkString()%2Fjava.lang%2FString                                                                                           | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814779 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.minBy(%2Fscala%2FFunction1,%2Fscala.math%2FOrdering)%2Fjava.lang%2FObject                                                 | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814780 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.mkString(%2Fjava.lang%2FString,%2Fjava.lang%2FString,%2Fjava.lang%2FString)%2Fjava.lang%2FString                          | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814781 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.mkString(%2Fjava.lang%2FString)%2Fjava.lang%2FString                                                                      | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814782 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.nonEmpty()%2Fjava.lang%2FBooleanType                                                                                      | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814783 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.next()%2Fjava.lang%2FObject                                                                                               | t                |            |        222 |      223 | {"access": "public", "defined": true}
 1744814784 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.reduceRight(%2Fscala%2FFunction2)%2Fjava.lang%2FObject                                                                    | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814785 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.reduceOption(%2Fscala%2FFunction2)%2Fscala%2FOption                                                                       | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814786 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.patch(%2Fjava.lang%2FIntegerType,%2Fscala.collection%2FIterator,%2Fjava.lang%2FIntegerType)%2Fscala.collection%2FIterator | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814787 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.partition(%2Fscala%2FFunction1)%2Fscala%2FTuple2                                                                          | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814788 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.readInto(%2Fjava.lang%2FObject)%2Fjava.lang%2FVoidType                                                                    | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814789 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.product(%2Fscala.math%2FNumeric)%2Fjava.lang%2FObject                                                                     | t                |            |        218 |      218 | {"access": "public", "defined": true}
